365976	+s
328374	n
329551	n
328543	n
329551	n
328543	n
330570	n
330570	n
330570	n
329551	+s
329551	n
329551	n
328539	n
329551	n
328539	n
329551	n
328573	n
329551	-s
329551	n
328872	n
329551	n
328588	n
328588	n
366695	n
365976	+s
365976	+s
284832	-s
366868	-s
311175	amb
365976	n
365976	n
365976	n
365976	n
365976	amb
366444	n
366444	n
366444	n
366444	n
366574	n
366574	n
366446	n
366714	n
366712	n
366712	n
366712	n
366712	n
366712	n
366712	n
366712	n
366712	n
366712	n
366712	n
366712	n
366714	n
366714	n
366712	n
366714	n
366714	n
366712	n
366712	n
366712	n
366712	n
366712	n
366714	n
366714	n
366712	n
366712	n
366712	n
366712	n
366712	n
366453	n
325160	n
325160	n
325160	n
325160	n
325160	n
366312	-s
366312	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
357473	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366208	n
366198	n
366053	n
366208	n
366208	+s
366312	n
366567	n
366567	n
366312	n
366312	n
366208	n
366567	n
365976	+s
365961	n
366088	n
366088	n
366088	n
366079	+s
366079	+s
440807	n
366088	n
328543	n
328374	n
328543	amb
328698	n
329146	n
330712	n
329539	n
329545	n
330713	n
329587	n
329842	n
329539	n
329539	n
328698	n
329551	n
329299	n
329539	n
329589	n
328588	n
46466	n
328498	n
366226	n
366237	n
366226	n
366226	n
328498	-m
329812	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
359459	amb
322793	n
357371	n
365997	n
355944	n
355944	n
315980	n
366277	n
285770	+m
285770	+m
285770	+m
285770	+m
325004	amb
325004	amb
325004	+m
325004	+m
324996	+m
324996	+m
325000	-m
328588	n
328588	n
329589	n
329590	n
329562	amb
329551	n
329589	n
329589	n
330546	n
329586	n
328698	n
315980	n
315980	n
329580	n
328588	n
328588	n
329589	n
329562	n
329589	n
329562	n
318901	n
329592	n
357373	+m
329507	n
329935	n
329507	n
329935	n
329539	n
357373	+s
329539	n
357373	n
330712	n
329507	n
329539	n
330544	n
329539	n
329539	n
330546	n
366695	n
366695	n
317198	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
366695	n
330518	n
330518	n
329507	n
299458	n
329507	+s
329580	n
329580	n
329580	n
329507	n
330511	n
330514	n
329618	n
329618	n
329621	n
329621	n
329529	n
329619	n
329623	n
329619	n
328848	n
329623	n
329509	n
330571	n
329529	n
329508	n
329587	n
329539	n
329937	n
329616	n
329587	n
328429	-m
329587	n
329587	n
329587	n
330520	n
303617	n
303617	n
330552	n
284843	n
328420	n
328420	n
328420	-m
328420	n
346865	n
312139	n
312139	n
362134	n
366136	n
312139	n
306048	n
328420	n
328420	n
329587	n
328588	n
328588	n
328588	n
329575	n
329587	n
329587	n
329937	n
329587	n
329587	n
328588	n
329503	n
329503	n
330513	n
330513	n
330513	n
330513	n
330513	n
329503	n
329587	n
329507	n
329606	n
329539	n
329480	n
329581	n
328420	n
328588	n
328420	n
328420	n
328588	n
328588	n
329503	n
329587	n
328420	n
328420	n
328420	n
328420	n
330518	n
328420	n
328420	n
328420	n
328420	n
365976	n
366226	+s
330514	n
365976	n
330514	n
330514	n
330712	n
330712	n
365997	n
365976	n
365976	+s
310521	n
299458	n
302828	+s
302727	n
299458	n
299458	n
299458	n
366077	+s
310320	n
305507	n
304372	n
304372	n
365976	amb
366088	n
366088	n
366088	n
366088	n
366088	n
365961	n
365976	n
288867	n
328374	n
328374	n
328386	n
329364	n
329356	n
330185	n
328832	n
328494	n
330642	n
365962	n
366836	n
366836	n
441542	-s
441542	-m
441542	-m
366079	+s
366079	+s
366277	n
366277	n
366805	n
329589	n
329589	n
329364	n
329580	n
366277	+s
366805	n
365961	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
366589	n
359669	amb
359669	+s
359669	+s
359670	+s
359670	+s
365961	n
366923	n
366923	n
366923	n
366923	n
324578	n
324578	n
324578	n
366923	n
366923	n
366923	n
324578	n
357087	n
347207	n
366923	n
366923	n
366923	n
366923	n
366923	n
366930	n
366460	n
366930	n
366460	n
365961	n
365961	n
365961	n
286430	n
362475	n
365961	n
365961	n
365961	n
366938	n
366452	n
366221	n
365961	-s
366473	n
366473	n
366473	n
366473	n
366194	n
290121	n
280893	n
365961	n
365961	n
366737	n
366737	n
365961	n
365961	n
365961	n
366712	n
366940	n
264972	+m
366121	n
366737	n
366964	n
366964	n
366964	n
366737	n
328494	n
263638	n
263639	n
263639	n
366737	n
330862	n
366738	n
366738	n
366737	n
366705	n
366737	n
366737	n
366737	n
366705	n
366735	n
366735	n
366072	n
366077	n
366234	n
325148	n
290225	n
366192	n
366192	n
360088	+m
366933	n
366933	n
298269	n
366933	n
298269	n
366933	n
271180	n
267110	n
312574	-s
312717	+m
325789	n
327677	n
289953	n
289953	n
366933	n
366933	n
366933	n
366933	n
323785	n
323785	n
323785	n
323785	n
323785	-s
323785	n
323785	n
323785	n
323785	n
323785	n
323785	n
323785	n
319217	-s
323785	-s
323805	n
323805	n
323785	n
366933	n
366933	n
358795	n
358795	n
323616	n
323616	n
285538	n
323726	n
321206	n
321206	n
321206	n
313063	n
313062	n
311695	-s
362275	amb
311695	amb
323737	-m
313151	+m
313151	+m
313151	+m
313151	+s
313151	+s
313290	+s
362134	+s
366933	n
366750	n
323785	n
366933	n
366747	n
325230	n
313151	+s
286600	-s
325094	+s
358512	n
358512	n
357373	n
357373	n
313122	n
307903	n
307903	n
307903	n
307903	n
307903	n
307903	n
307903	n
307903	n
306525	n
328425	n
320557	n
319375	n
319375	n
306525	n
322793	n
322793	n
322793	n
320519	n
321136	n
320519	n
322793	n
322793	n
317271	n
317271	-s
320525	n
320525	n
320525	n
320525	n
320525	n
307372	n
307790	n
320525	n
320525	n
320525	n
320525	n
301310	n
313220	n
313220	n
313220	n
313220	n
312995	n
331554	n
347242	n
331554	n
331554	n
331554	n
313245	n
313005	n
313220	n
331836	n
335274	n
331836	n
335274	n
331836	n
335274	n
335274	n
331836	n
313220	n
311507	n
331260	n
312998	n
313220	n
313220	n
313023	n
313023	n
313023	n
313023	n
307099	n
321763	n
462819	n
321763	n
462819	n
319360	n
313220	n
313220	n
313220	n
331649	n
313222	n
313222	n
313222	n
313222	n
311282	n
313220	+s
313220	+s
313220	+s
313220	n
358237	n
312994	n
312994	n
312994	n
335277	n
331581	n
301703	n
307148	n
307148	n
308299	n
306626	n
301703	n
301703	n
309715	n
301703	n
313232	n
313232	n
313232	n
313232	n
313232	n
313238	n
313238	n
313238	n
313238	n
304179	n
313264	n
335274	n
335274	n
313220	n
313220	n
313220	n
313220	n
299969	n
309731	n
335089	n
309731	n
299969	n
302593	n
299969	-m
331703	-m
300111	-m
322793	n
322793	-s
317112	n
323268	n
358710	n
323268	n
358710	n
428253	n
328588	n
328507	-s
328419	n
417342	n
328419	n
328419	n
328419	n
328419	n
328419	-m
328419	n
328698	n
328698	n
328832	n
328832	n
328832	n
328832	n
328832	n
328832	n
328832	n
328832	n
365976	+s
365976	+s
366088	+s
311175	n
441542	-s
441542	-s
441542	-m
365962	-s
366836	n
366836	n
359669	n
329504	n
359669	n
359669	+s
359670	+s
359670	+s
365961	n
366923	n
366923	n
366923	n
366923	n
366923	n
366923	n
323028	n
303081	n
366923	n
323028	n
366923	n
366923	n
322801	n
324578	n
366834	n
324578	n
324578	n
322801	n
322801	n
324578	n
322793	n
347207	n
366923	n
323558	n
365961	n
319411	n
319410	n
316734	n
319412	n
319412	n
319412	n
319412	n
365961	n
365961	n
322818	n
317112	n
322818	n
322793	n
362475	n
313714	n
313714	n
313714	n
313714	n
313714	n
365961	n
313122	n
313122	n
358567	n
313122	n
365961	n
365961	n
316952	n
366938	n
366452	n
365961	-s
420957	n
356589	n
356589	n
356452	n
356079	n
356544	-m
356544	-m
356544	-m
356595	n
356294	+m
356079	+m
356451	n
356458	-s
356341	n
356341	n
356468	n
356451	n
356014	n
320007	n
320007	n
355881	n
355881	n
356014	n
313301	n
356152	n
313301	n
356152	n
356152	n
356152	n
356154	n
356014	n
356451	n
356079	n
356079	n
355860	n
355860	n
355860	n
355987	n
356053	n
355930	n
355930	n
356174	n
355930	n
356014	n
355930	n
356050	n
355793	n
356023	n
355930	n
467936	n
355930	n
467963	n
355930	n
355930	n
355930	n
355930	n
355930	n
355930	n
356036	n
355930	n
321806	n
356023	n
355868	n
355930	n
355709	n
355930	n
355709	n
355930	n
356023	n
355930	n
356023	n
355930	n
356023	n
356044	n
330465	n
328494	n
328494	n
328494	n
329549	n
328698	n
366221	n
366473	n
366473	n
366473	n
328588	n
328588	n
328588	n
366473	n
330193	n
330193	n
330193	n
330193	n
366194	n
328698	n
365961	n
365961	n
365961	n
366737	n
366737	n
365961	n
365961	n
366940	n
362685	n
365961	n
366712	n
366237	n
366226	n
366226	n
366234	-s
366072	n
366192	n
366192	n
366121	n
323785	n
323785	n
323785	n
313062	n
286579	n
271957	n
285922	+m
285922	n
285922	n
289104	n
290104	n
290045	n
290104	n
290046	n
290046	n
289953	n
328494	n
329371	n
329371	n
328420	n
328494	n
337412	n
328588	n
328588	n
328588	n
337412	n
330125	n
330125	n
330125	n
330125	n
330125	n
330125	n
330125	n
330125	n
330125	n
340285	n
302727	n
340285	n
330165	n
330165	n
330165	n
330165	n
330165	n
329365	n
329367	n
330163	n
329364	n
328374	n
330193	n
330207	n
330193	n
330193	n
330193	n
328494	n
328494	n
330193	n
328494	n
328494	n
328494	n
330193	n
328494	n
329551	n
328543	n
329551	n
328543	n
329004	n
369050	amb
328996	n
328996	n
328996	n
329551	n
328539	n
329551	n
328539	n
329551	n
329551	n
329551	n
328573	n
329551	n
329940	n
358799	n
328698	n
330527	-m
357052	n
330439	n
330439	n
356621	n
361816	n
360644	n
360644	n
356779	-m
325052	n
356779	-m
356728	n
356728	n
346865	n
325048	n
284841	n
290563	n
366700	n
366806	-m
324387	-m
284937	n
313301	n
313301	n
290939	amb
290939	-s
290939	-s
347147	+s
366806	+s
347046	-m
361152	n
360494	n
361152	n
360494	n
360544	n
361152	n
372269	-s
325097	n
325097	n
325097	n
325097	n
360494	n
360494	n
330642	n
330642	n
328494	n
328494	n
328494	n
328494	n
329556	-s
329556	n
329556	-s
329556	n
329556	n
329556	n
329556	n
329556	n
329556	n
329556	n
329556	-s
329556	n
328494	n
328984	n
328494	n
330125	n
328494	n
328494	n
328494	n
328494	n
328984	n
328984	n
328848	n
328848	n
328848	n
328848	n
328848	n
328848	n
328848	n
328848	n
328848	n
330261	n
330261	n
328984	n
328848	n
328494	n
328494	n
287733	n
328494	n
328494	n
359547	n
287733	n
330260	n
328494	n
328984	n
328984	n
328848	n
330520	n
329539	n
329652	n
329288	n
329288	n
329288	n
329288	n
329288	n
329288	n
329288	n
284843	n
328650	n
370937	amb
284843	n
328424	n
328634	+m
328634	+m
328420	n
328465	n
328465	n
284843	n
284843	n
328420	n
328420	n
328420	n
328420	n
328420	n
284843	-s
328420	n
328420	n
328420	n
328420	n
328420	n
328429	n
328420	n
328420	amb
364248	n
328420	n
284843	n
284843	n
284843	n
300487	n
328420	n
328420	n
317132	n
328630	n
328630	n
304665	+s
330819	n
330819	n
330001	n
300487	n
330001	n
300487	n
300487	n
357148	n
317005	n
317005	n
317007	n
328630	n
328630	n
328630	n
328630	n
328630	n
328630	n
328630	n
330765	n
328630	n
328630	n
304587	n
305163	n
303057	n
303063	n
312146	-s
312146	-s
423833	-s
423833	amb
312103	-s
429752	n
429752	n
312147	n
312147	-s
366123	n
366097	amb
366097	n
356732	n
356732	n
356732	n
356732	n
356732	n
357146	n
356732	n
356732	n
357146	n
357146	n
366097	-m
366097	-m
359488	-m
359488	-m
366810	amb
366806	-s
325053	-s
290940	n
328443	n
317007	-m
317007	-m
317007	-m
317005	n
317005	n
284843	n
330099	n
330099	n
330099	n
330504	n
330504	n
328532	n
328532	n
328532	n
328532	n
328532	n
328532	n
328532	n
328532	n
330565	n
329453	n
329455	n
329455	n
329313	n
329313	n
328419	n
328532	n
328419	n
328532	n
328419	n
328532	n
328419	n
328532	n
328419	n
328532	n
328419	n
328532	n
328419	n
328532	n
328419	n
328532	n
328507	-s
329642	n
328497	n
313150	-s
313150	-s
358497	amb
358624	amb
358497	amb
358624	amb
313104	amb
313104	amb
330018	n
358631	amb
358631	amb
358497	amb
358497	amb
358497	-s
358614	-s
358614	-s
358614	-s
358497	amb
358497	amb
330642	n
330642	n
328848	n
328494	n
328494	n
328848	n
328848	n
329551	n
287733	n
328494	n
328494	n
328848	n
287733	n
328984	n
287678	n
328984	n
328854	n
328984	n
328984	n
328984	n
328419	n
328984	n
328984	n
328848	n
328494	n
328494	n
328494	n
287733	n
328494	n
328984	n
328494	n
328848	n
287733	n
328868	n
328494	n
328848	n
328494	n
330261	n
328848	n
329278	n
328984	n
328984	n
